Id;EngineSize;FuelType;FuelConsumptionCity;FuelConsumptionHwy;FuelConsumptionComb;FuelConsumptionCombMpg;CO2Emissions
3790;2;X;4.9;5.1;5;56;114
3791;1.5;X;7.5;5.9;6.8;42;158
3792;1.5;X;7.7;5.7;6.8;42;159
3793;2;X;7.8;6;7;40;163
3794;2;X;8.5;6.1;7.4;38;173
3795;1.5;X;7.4;5.6;6.6;43;153
3796;2;X;7.8;6;7;40;163
3797;2;X;8.5;6;7.4;38;172
3798;1.5;X;7.7;6;6.9;41;162
3799;1.5;X;7.9;6.6;7.3;39;170
3800;1.5;Z;7.9;6.6;7.3;39;170
3801;1.5;X;8;6.2;7.2;39;167
3802;1.5;Z;8;6.2;7.2;39;167
3803;1.5;X;8.4;7;7.8;36;181
3804;1.5;X;8.7;7.2;8;35;188
3805;1.5;X;7;5.9;6.5;43;154
3806;1.5;X;7.6;6.4;7;40;164
3807;1.5;X;8.1;6.6;7.4;38;174
3808;1.8;X;8.3;6.9;7.7;37;180
3809;1.8;X;8.3;6.9;7.7;37;180
3810;1.8;X;9.4;7.1;8.4;34;195
3811;1.8;X;8.9;7.5;8.2;34;194
3812;1.8;X;8.9;7.5;8.2;34;194
3813;3.5;X;12.3;8.6;10.7;26;251
3814;3.5;X;12.4;8.8;10.8;26;254
3815;3.5;X;13;9.3;11.3;25;266
3816;3.5;X;12.4;9.3;11;26;256
3817;3.5;X;12.8;9.5;11.3;25;264
3818;1.6;X;8.9;6.6;7.9;36;182
3819;1.6;X;8.8;6.5;7.8;36;184
3820;2;X;8.3;6.4;7.4;38;174
3821;2;X;9.1;6.6;8;35;187
3822;2;X;9.8;7.3;8.7;32;206
3823;2;X;9.8;7.2;8.7;32;204
3824;1.6;X;4.3;4.4;4.4;64;103
3825;1.6;X;4.2;4;4.1;69;96
3826;3.3;X;12.9;9.4;11.3;25;265
3827;3.3;X;13;9.7;11.5;25;269
3828;2.4;X;11.1;8.6;10;28;235
3829;2;X;12.5;9.6;11.2;25;264
3830;2.4;X;12;9.1;10.7;26;253
3831;3.3;X;13.9;10.8;12.5;23;295
3832;2;X;10.5;7.6;9.2;31;216
3833;2.4;X;9.4;6.7;8.2;34;194
3834;2.4;X;10;7.2;8.7;32;207
3835;2;X;6.3;5.7;6;47;143
3836;2;X;6;5.3;5.7;50;137
3837;1.6;X;9.9;8.5;9.3;30;221
3838;2;X;10.1;7.8;9;31;213
3839;2;X;11;9.1;10.2;28;241
3840;1.6;X;8.3;6.7;7.6;37;180
3841;1.6;X;8.9;6.9;8;35;188
3842;1.6;X;8.9;7.3;8.2;34;193
3843;1.6;X;9.4;7.2;8.4;34;200
3844;2;Z;10.7;8.4;9.6;29;226
3845;3;Z;12.6;8.8;10.9;26;256
3846;3;Z;12.3;9.2;10.9;26;257
3847;3.5;Z;9.1;7.7;8.5;33;200
3848;2;Z;11.2;8.5;10;28;233
3849;3;Z;12.4;8.8;10.8;26;253
3850;3;Z;12.5;9.2;11;26;259
3851;3.7;Z;13.2;9.8;11.7;24;274
3852;5.6;Z;14.9;10.2;12.8;22;300
3853;3.5;Z;8.4;7.1;7.8;36;184
3854;2;Z;9.7;7.1;8.5;33;200
3855;2;Z;10.6;8;9.4;30;221
3856;3.7;Z;13.7;9.8;11.9;24;280
3857;3.5;Z;11.9;8.8;10.5;27;246
3858;3.5;Z;12.5;9.1;10.9;26;257
3859;2.5;X;9.5;8.6;9.1;31;214
3860;3.7;Z;14.5;10.8;12.8;22;301
3861;5.6;Z;17.4;12.2;15.1;19;355
3862;3;Z;13.3;10;11.8;24;277
3863;3;Z;11.9;8.5;10.4;27;242
3864;3;Z;14.9;9.8;12.6;22;296
3865;3;Z;11.9;8.5;10.4;27;242
3866;3;Z;14.9;9.8;12.6;22;296
3867;5;Z;15.6;10.4;13.3;21;311
3868;5;Z;15.6;10.4;13.3;21;311
3869;3;Z;12.4;8.8;10.8;26;253
3870;3;Z;15.3;10;12.9;22;302
3871;3;Z;13;9.2;11.3;25;265
3872;3;Z;12.4;8.8;10.8;26;253
3873;3;Z;15.3;10;12.9;22;302
3874;3;Z;13;9.2;11.3;25;265
3875;2;D;7.8;5.8;6.9;41;186
3876;3;Z;11.8;8.2;10.2;28;238
3877;2;D;7.8;5.8;6.9;41;186
3878;3;Z;12;8.4;10.4;27;243
3879;3;Z;14;9;11.8;24;276
3880;3;Z;14;9.4;11.9;24;280
3881;5;Z;15.8;10.3;13.3;21;313
3882;5;Z;15.8;10.3;13.3;21;313
3883;2.4;X;11;7.8;9.6;29;225
3884;3.2;X;11.4;8.3;10;28;234
3885;2.4;X;11.3;8.4;10;28;235
3886;3.2;X;11.6;8.6;10.3;27;241
3887;2.4;X;11.4;8.7;10.2;28;240
3888;3.2;X;12.8;9;11.1;25;259
3889;2.4;X;12.1;9.4;10.9;26;256
3890;3.2;X;12.9;9.9;11.6;24;269
3891;2;X;10.8;9;10;28;235
3892;2;X;10.3;7.9;9.3;30;216
3893;2.4;X;11.3;8.7;10.1;28;238
3894;2.4;X;10.2;8.3;9.3;30;219
3895;2.4;X;11.7;9.2;10.6;27;249
3896;2.4;X;11.7;10.3;11.1;25;259
3897;2.4;X;10.6;8.7;9.8;29;230
3898;3.6;X;12.7;9.6;11.3;25;265
3899;5.7;X;16.6;10.7;14;20;328
3900;6.4;Z;18.3;12.6;15.7;18;368
3901;2.4;X;10.6;7.6;9.3;30;218
3902;2.4;X;10.4;7.3;9;31;211
3903;2.4;X;10.8;7.8;9.5;30;222
3904;2.4;X;10.8;7.6;9.4;30;221
3905;2;X;10.8;9;10;28;235
3906;2;X;10.3;7.9;9.3;30;216
3907;2.4;X;11.3;8.7;10.1;28;238
3908;2.4;X;10.2;8.3;9.3;30;219
3909;2.4;X;11.7;9.2;10.6;27;249
3910;2.4;X;11.7;10.3;11.1;25;259
3911;2.4;X;10.6;8.7;9.8;29;230
3912;1.4;X;9.9;7.7;8.9;32;209
3913;2.4;X;10.8;7.8;9.5;30;222
3914;2.4;E;14.4;10.2;12.5;23;206
3915;1.4;X;9.9;7.7;8.9;32;211
3916;2.4;X;11.2;8.2;9.8;29;230
3917;3.6;X;14.1;11.1;12.8;22;299
3918;3.6;X;14.2;11;12.8;22;298
3919;3.6;X;14.7;11.7;13.4;21;313
3920;3.6;X;15;11.4;13.3;21;312
3921;3.3;X;11.5;8.5;10.2;28;237
3922;2;X;7.9;6.3;7.2;39;170
3923;2;X;9.4;7;8.3;34;198
3924;2;X;9.4;6.8;8.3;34;195
3925;1.6;X;9.4;7.9;8.7;32;207
3926;2;X;9.7;7;8.3;34;197
3927;2;X;9.8;7.3;8.7;32;204
3928;1.6;X;9.6;7.4;8.6;33;204
3929;1.6;X;10.1;8;9.2;31;216
3930;2;X;9.6;7.3;8.6;33;203
3931;2;X;9.9;7.6;8.8;32;209
3932;3.8;X;13.8;9.3;11.8;24;279
3933;5;Z;15.6;10.6;13.3;21;317
3934;1.6;X;4.6;5.1;4.8;59;114
3935;1.6;X;4.5;4.8;4.7;60;110
3936;1.6;X;5.1;5.8;5.4;52;129
3937;2.4;X;9.6;6.8;8.4;34;198
3938;2.4;X;9.3;6.6;8;35;190
3939;2;X;10.9;7.6;9.4;30;224
3940;2;X;6;5.1;5.6;50;132
3941;1.6;X;8.8;6.5;7.8;36;181
3942;1.6;X;8.8;6.6;7.8;36;181
3943;2;X;9.9;7.6;8.9;32;210
3944;3.3;X;13.2;9.7;11.6;24;275
3945;3.3;X;12.9;9.5;11.4;25;269
3946;3.3;X;14.1;10.5;12.5;23;296
3947;2.4;X;11.2;8.3;9.9;29;234
3948;2;X;12.3;9.4;11;26;259
3949;2.4;X;11.5;9.3;10.5;27;246
3950;3.3;X;14;10.1;12.2;23;289
3951;3.3;X;13.2;9.3;11.4;25;270
3952;1.6;X;9.4;7.8;8.7;32;205
3953;1.6;X;9.7;7.8;8.8;32;208
3954;2;X;9.5;7.8;8.7;32;206
3955;1.6;X;9.1;7.7;8.5;33;199
3956;2.4;X;10.4;8;9.3;30;220
3957;2;X;11.9;10.2;11.1;25;263
3958;2.4;X;11.3;9.5;10.5;27;247
3959;6.5;Z;22.2;12.7;17.9;16;428
3960;6.5;Z;23.9;14.5;19.7;14;461
3961;6.5;Z;23;13.5;18.7;15;438
3962;6.5;Z;23.9;14.5;19.7;14;461
3963;5.2;Z;16.4;11.4;14.2;20;331
3964;5.2;Z;16.9;11.8;14.6;19;340
3965;2;Z;12;9.2;10.7;26;252
3966;2;Z;11.3;8;9.8;29;231
3967;2;Z;12;8.5;10.4;27;243
3968;1.8;X;5.5;5.9;5.7;50;132
3969;2.5;X;5.8;6.1;5.9;48;139
3970;3.5;X;11.4;7.7;9.7;29;226
3971;3.5;Z;12.4;9.2;11;26;257
3972;3.5;Z;8;6.9;7.5;38;176
3973;5;Z;14.9;9.7;12.5;23;293
3974;4.6;Z;16;12.9;14.6;19;341
3975;2;Z;10.6;7.3;9.1;31;214
3976;3.5;Z;12.6;9.2;11;26;258
3977;3.5;Z;12.6;9.2;11;26;258
3978;4.6;Z;15.1;10.3;12.9;22;303
3979;4.6;Z;15.1;10.3;12.9;22;303
3980;5.7;Z;18.2;13;15.8;18;372
3981;2;Z;10.7;8.5;9.7;29;226
3982;2;Z;10.8;8.9;9.9;29;232
3983;2.5;X;7.2;7.9;7.5;38;176
3984;3.5;Z;12.6;9.2;11;26;258
3985;3.5;Z;12.6;9.2;11;26;258
3986;5;Z;15.2;9.5;12.6;22;289
3987;3.5;X;12.2;9;10.8;26;252
3988;3.5;Z;7.5;8.4;7.9;36;185
3989;2.7;X;14;9.5;12;24;281
3990;3;X;14.4;9.7;12.3;23;288
3991;3.7;X;14.3;9.7;12.2;23;287
3992;2;X;12.3;9.3;10.9;26;256
3993;2;X;12.1;9.3;10.8;26;254
3994;2.3;X;13.1;9.4;11.4;25;268
3995;3.5;X;15.7;11.2;13.7;21;321
3996;3.7;X;14.7;10.2;12.7;22;298
3997;2.7;X;14.1;9.8;12.1;23;284
3998;3.7;X;14.4;10.3;12.5;23;293
3999;2;X;11.2;7.6;9.8;29;230
4000;3;X;13.4;8.7;11.2;25;264
4001;2;X;11.8;8.4;10.2;28;239
4002;3;X;14;9.2;11.8;24;278
4003;2;X;5.7;6.2;5.9;48;139
4004;3.5;X;15.9;12;14.2;20;333
4005;3.5;X;16.1;12.4;14.5;19;339
4006;3;Z;14.1;9.8;12.4;23;286
4007;3;Z;14.7;10;12.4;23;293
4008;3;Z;14.7;9.9;12.6;22;295
4009;4.7;Z;18.2;11.4;15.1;19;355
4010;4.7;Z;18.2;11.6;15.2;19;358
4011;3;Z;16.8;11.9;14.7;19;340
4012;3;Z;16.8;12.4;14.7;19;346
4013;3.8;Z;16.1;10.8;13.8;20;321
4014;3;Z;14.9;10.3;13.1;22;300
4015;3;Z;15;10.3;13.1;22;301
4016;2;X;8.2;6.9;7.6;37;179
4017;2;X;8.8;7.5;8.2;34;192
4018;2;X;9.4;7.4;8.5;33;199
4019;2.5;X;9.8;7.7;8.6;33;204
4020;2.5;X;10.2;8.3;9.2;31;221
4021;2.5;X;10.6;8.4;9.6;29;225
4022;2.5;X;11.5;8.9;10.4;27;242
4023;2;X;8.4;6.4;7.5;38;176
4024;2;X;8.5;6.2;7.5;38;175
4025;2;X;8.5;6.2;7.5;38;175
4026;2.5;X;8.8;6.6;7.8;36;182
4027;2.5;X;8.5;6.4;7.6;37;176
4028;2.5;X;9.3;6.9;8.2;34;194
4029;2;X;8.4;6.4;7.5;38;174
4030;2;X;8.6;6.4;7.6;37;178
4031;2.5;X;9;6.7;7.8;36;183
4032;2.5;X;8.7;6.6;7.8;36;181
4033;2.5;X;9.6;7;8.4;34;198
4034;2.5;X;10.8;8.2;9.6;29;226
4035;2.5;X;11.1;8.3;9.8;29;230
4036;2.5;X;9.1;6.7;8;35;187
4037;2.5;X;8.9;6.7;7.9;36;186
4038;2.5;X;9.8;6.9;8.4;34;196
4039;2;Z;9;6.7;8;35;187
4040;2;Z;8.9;7.1;8.1;35;190
4041;4;Z;13.4;9.6;11.7;24;273
4042;4;Z;14;10.1;12.2;23;291
4043;4;Z;13.8;10.1;12.1;23;285
4044;4;Z;13.4;9.6;11.7;24;273
4045;4;Z;14;10.1;12.2;23;291
4046;4;Z;13.8;10.1;12.1;23;285
4047;2;Z;10.7;7.6;9.3;30;221
4048;5.5;Z;15.1;10.8;13.1;22;308
4049;5.5;Z;20;16.6;18.5;15;413
4050;6;Z;22.2;18;20.3;14;467
4051;2;Z;11.3;8.5;10;28;233
4052;3;Z;17.4;11.1;14.6;19;353
4053;3;Z;13.6;10.1;12;24;281
4054;3;Z;13.6;10.2;12;24;281
4055;5.5;Z;17.3;13.5;15.6;18;363
4056;5.5;Z;17.2;12.8;15.2;19;363
4057;5.5;Z;18.2;14;16.3;17;369
4058;4;Z;14.5;10.8;12.8;22;303
4059;4;Z;14.5;10.8;12.8;22;303
4060;5.5;Z;15.7;10.1;13.2;21;313
4061;5.5;Z;16.4;10.6;13.8;20;322
4062;5.5;Z;15.3;10.2;13;22;305
4063;6;Z;17.6;10.9;14.6;19;349
4064;6;Z;17.1;11;14.3;20;348
4065;6;Z;18.7;11.6;15.5;18;365
4066;5.5;Z;14.7;9.5;12.4;23;298
4067;6;Z;17.6;10.8;14.5;19;340
4068;3;Z;11.6;8.2;10.1;28;234
4069;2;Z;9.7;6.6;8.3;34;179
4070;2;Z;10.1;7.8;9;31;212
4071;2;Z;10.8;8;9.5;30;222
4072;2;Z;10.4;8;9.3;30;218
4073;2;Z;9.6;6.4;8.1;35;190
4074;4.7;Z;13.6;9.4;11.7;24;275
4075;2;Z;10.8;8.1;9.5;30;246
4076;3;Z;11.8;8.6;10.4;27;245
4077;3;Z;12.4;9.3;11;26;259
4078;3;Z;11.5;8.1;10;28;233
4079;3;Z;11.8;8.4;10.2;28;239
4080;4.7;Z;13.7;9.2;11.7;24;275
4081;4.7;Z;13.4;8.9;11.4;25;268
4082;4;Z;19;16.6;17.9;16;401
4083;2;Z;10.3;7.6;9.1;31;212
4084;2;E;13.6;10;12;24;128
4085;2;Z;11.1;8.5;10;28;233
4086;3;Z;13.1;10.1;11.7;24;276
4087;4.7;Z;15.3;11.3;13.5;21;318
4088;3;Z;14.4;11.4;13;22;306
4089;4.7;Z;16.7;12.9;15;19;347
4090;6;Z;18.2;11;15;19;359
4091;2;Z;11.1;9.1;10.2;28;240
4092;2;Z;11.5;9.3;10.5;27;248
4093;3;Z;12.6;8.6;10.8;26;253
4094;4.7;Z;14.3;9.2;12;24;280
4095;4.7;Z;14.3;9.2;12;24;280
4096;4.7;Z;13.9;9.3;11.8;24;276
4097;4.7;Z;14.1;9.3;11.9;24;278
4098;6;Z;17.5;10.8;14.5;19;350
4099;3;Z;11.5;8.4;10.1;28;237
4100;4.7;Z;13.6;9.5;11.7;24;275
4101;2;Z;9.5;7.2;8.5;33;200
4102;1.5;Z;8.8;6.8;7.9;36;184
4103;1.5;Z;8.5;6.2;7.5;38;175
4104;1.5;Z;8.8;6.8;7.9;36;184
4105;1.5;Z;8.5;6.3;7.5;38;175
4106;1.5;Z;9.5;7.2;8.4;34;197
4107;1.5;Z;9.6;7;8.4;34;197
4108;1.5;Z;10.2;7.8;9.1;31;213
4109;1.5;Z;10.6;7.4;9.1;31;214
4110;1.5;Z;8.8;6.8;7.9;36;184
4111;1.5;Z;8.5;6.3;7.5;38;175
4112;1.5;Z;9.5;7.2;8.4;34;197
4113;1.5;Z;9.6;7;8.4;34;197
4114;1.5;Z;10.3;7.9;9.2;31;215
4115;1.5;Z;10.6;7.4;9.1;31;214
4116;2;Z;9.3;7.2;8.3;34;196
4117;2;Z;10.2;7.3;8.9;32;210
4118;2;Z;9.3;7.2;8.3;34;196
4119;2;Z;10.2;7.3;8.9;32;210
4120;2;Z;10;7.2;8.7;32;205
4121;2;Z;10.8;7.7;9.4;30;220
4122;2;Z;10.2;7.4;9;31;210
4123;2;Z;11.4;7.8;9.7;29;227
4124;2;Z;9.4;7.2;8.4;34;196
4125;2;Z;10.2;7.3;8.9;32;210
4126;2;Z;10.5;7.4;9.1;31;213
4127;2;Z;11.3;7.7;9.7;29;227
4128;2;Z;9.3;7.2;8.3;34;196
4129;2;Z;10.2;7.3;8.9;32;210
4130;2;Z;10.2;7.4;9;31;210
4131;2;Z;11.4;7.8;9.7;29;227
4132;2;Z;9.4;7.2;8.4;34;196
4133;2;Z;10.8;7.7;9.4;30;220
4134;2;X;8.7;6.9;7.9;36;183
4135;2;X;9.7;7.1;8.5;33;200
4136;2.4;X;9.9;7.7;8.9;32;206
4137;2.4;X;10.5;7.8;9.3;30;218
4138;2.4;X;10.2;7.9;9.2;31;212
4139;2;X;9.3;7.2;8.4;34;194
4140;2;X;9.9;7.3;8.7;32;205
4141;1.2;X;6.4;5.5;6;47;141
4142;1.2;X;7.1;5.8;6.5;43;150
4143;1.2;X;6.9;5.7;6.4;44;149
4144;1.2;X;7.2;5.9;6.6;43;155
4145;2.4;X;9.2;7.5;8.4;34;197
4146;2.4;X;9.8;8.1;9;31;211
4147;3;Z;11.9;8.5;10.4;27;242
4148;2;X;9.7;7.8;8.8;32;204
4149;2;X;10.3;8.2;9.3;30;216
4150;2;X;10.1;8.2;9.2;31;213
4151;3.7;Z;12.6;9.3;11.1;25;261
4152;3.7;Z;13.3;9.3;11.5;25;269
4153;3.7;Z;13;9.7;11.5;25;270
4154;3.7;Z;13.6;9.7;11.8;24;278
4155;2.5;X;8.8;6;7.5;38;176
4156;3.5;X;10.6;7.3;9.1;31;214
4157;2.5;X;8.8;6.5;7.8;36;183
4158;5.6;X;17.5;12.9;15.4;18;362
4159;2.5;X;13.5;10.5;12.2;23;286
4160;2.5;X;12.2;10.4;11.4;25;268
4161;4;X;14.8;10.6;12.9;22;304
4162;4;X;15.8;11.5;13.8;20;326
4163;4;X;15.1;11.5;13.5;21;317
4164;3.8;Z;14.5;10.7;12.8;22;300
4165;1.6;Z;8.5;7.5;8;35;189
4166;1.6;Z;8.6;7.2;8;35;188
4167;1.6;Z;9;7.8;8.4;34;199
4168;1.6;Z;9;7.6;8.4;34;197
4169;1.6;Z;9.5;8.3;8.9;32;209
4170;3.5;Z;11.1;7.8;9.6;29;225
4171;1.6;X;8.9;6.8;7.9;36;186
4172;1.6;X;8.7;6.8;7.9;36;185
4173;3.5;X;11;8.3;9.8;29;230
4174;3.5;X;11.2;8.4;9.9;29;232
4175;2;X;9.8;9;9.4;30;220
4176;3.5;X;11.6;8.5;10.2;28;240
4177;3.5;X;12.1;8.9;10.7;26;250
4178;3.5;X;12.4;9.2;11;26;258
4179;2;X;8.8;7.3;8.1;35;191
4180;2;X;10;8.1;9.2;31;216
4181;2;X;9.1;7.5;8.4;34;197
4182;2.5;X;9.2;7;8.2;34;192
4183;2.5;X;9.6;7.4;8.6;33;203
4184;1.6;Z;8.9;7.3;8.2;34;193
4185;1.6;Z;9.1;7.3;8.3;34;195
4186;1.8;X;8.1;6.3;7.3;39;171
4187;1.8;X;9;6.8;8;35;187
4188;1.6;Z;9.4;7.8;8.7;32;205
4189;1.6;Z;9.5;7.6;8.7;32;204
4190;5.6;X;15;11.2;13.3;21;312
4191;5.6;X;15.2;11.1;13.4;21;315
4192;5.6;X;16;12;14.2;20;333
4193;1.6;X;7.6;6.2;7;40;164
4194;1.6;X;8.6;6.6;7.7;37;180
4195;3;Z;10.6;8;9.4;30;221
4196;3;Z;11.8;8.1;10.1;28;237
4197;3;Z;10.8;8.3;9.7;29;227
4198;3;Z;12;8.2;10.3;27;241
4199;3;Z;10.8;8.3;9.7;29;226
4200;3;Z;12.1;8.3;10.4;27;242
4201;3;Z;10.8;8.4;9.7;29;228
4202;3;Z;12.1;8.3;10.4;27;243
4203;3;Z;10.7;8.3;9.6;29;225
4204;3;Z;12.1;8.3;10.4;27;242
4205;3;Z;11;8.4;9.8;29;230
4206;3;Z;12.2;8.5;10.5;27;246
4207;3;Z;11;8.5;9.9;29;232
4208;3;Z;12.1;8.4;10.4;27;243
4209;3;Z;10.9;8.5;9.9;29;231
4210;3;Z;12.2;8.5;10.5;27;246
4211;3;Z;10.9;8.4;9.8;29;228
4212;3;Z;12.2;8.5;10.5;27;246
4213;3;Z;11.1;8.6;10;28;233
4214;3;Z;12.2;8.5;10.5;27;246
4215;3.8;Z;12.6;9.9;11.4;25;266
4216;3.8;Z;12.6;9.9;11.4;25;267
4217;3.8;Z;12.6;9.9;11.4;25;266
4218;3.8;Z;12.6;9.9;11.4;25;267
4219;2;Z;10.5;8;9.4;30;219
4220;2;Z;11;8.3;9.8;29;229
4221;2.5;Z;11;8.4;9.9;29;230
4222;2.5;Z;12.1;9;10.7;26;249
4223;3.6;Z;12.9;9.7;11.5;25;268
4224;3.6;Z;13.6;10.2;12.1;23;281
4225;3.6;Z;13.9;9.6;12;24;281
4226;3.6;Z;14.5;10.4;12.6;22;296
4227;4.8;Z;16.7;11.2;14.2;20;334
4228;4.8;Z;16.7;11.2;14.2;20;334
4229;2;Z;10.5;8;9.4;30;219
4230;2;Z;11;8.3;9.8;29;229
4231;2.5;Z;11;8.4;9.9;29;230
4232;2.5;Z;12.1;9;10.7;26;249
4233;2;Z;11.6;9.3;10.6;27;248
4234;3;Z;13.7;10.3;12.2;23;285
4235;3;Z;13.8;10.3;12.3;23;287
4236;3.6;Z;14.2;10.1;12.3;23;287
4237;3.6;X;13.9;9.6;11.9;24;280
4238;3.6;E;19.7;13.8;17;17;283
4239;5.7;X;17;12;14.8;19;346
4240;5.7;X;15.7;11;13.6;21;319
4241;3;D;11.8;8.6;10.4;27;278
4242;3.6;X;14.5;10.2;12.6;22;294
4243;3.6;E;20.7;14.7;18;16;300
4244;5.7;X;17.5;12.7;15.4;18;361
4245;5.7;X;16.1;11.5;14;20;328
4246;3;D;12.3;8.8;10.8;26;289
4247;2.4;X;11.2;8.3;9.9;29;232
4248;6.6;Z;20;12.6;16.7;17;390
4249;6.6;Z;20;12.6;16.7;17;390
4250;6.6;Z;20;12.6;16.7;17;390
4251;6.7;Z;20.7;12.7;17.1;17;400
4252;6.7;Z;20.7;12.7;17.1;17;400
4253;6.7;Z;20.7;12.7;17.1;17;400
4254;6.7;Z;20.6;12.8;17.1;17;401
4255;6.6;Z;19;12.5;16.1;18;375
4256;0.9;Z;7;6.3;6.7;42;152
4257;2;Z;9.7;7.2;8.6;33;200
4258;2;Z;11.1;8;9.7;29;228
4259;2;X;9.1;7.2;8.2;34;193
4260;2;X;10.3;7.8;9.2;31;216
4261;2;Z;10.2;8.6;9.5;30;223
4262;2.5;X;9.2;7.4;8.4;34;196
4263;2.5;X;10.9;8.3;9.7;29;228
4264;2;X;8.3;6.4;7.5;38;174
4265;2;X;10;7.5;8.9;32;208
4266;2;X;8.4;6.5;7.5;38;176
4267;2;X;10.1;7.7;9;31;211
4268;2.5;X;9.3;7;8.3;34;194
4269;2.5;X;10.7;7.9;9.5;30;222
4270;3.6;X;11.9;8.3;10.3;27;241
4271;2.5;X;9.4;7.3;8.4;34;198
4272;2.5;X;11;8.3;9.8;29;229
4273;3.6;X;12;8.7;10.5;27;247
4274;2;Z;12.5;9.6;11.2;25;255
4275;2;Z;11.3;8.5;10;28;235
4276;2.5;Z;13.8;10.2;12.2;23;285
4277;4;X;14.3;12;13.3;21;310
4278;4;X;14.3;12;13.3;21;310
4279;2;Z;9.9;7.3;8.7;32;204
4280;2;Z;11.3;8.3;9.9;29;232
4281;3.5;X;11.4;7.7;9.7;29;226
4282;2.5;X;9.8;7.1;8.6;33;199
4283;3.5;X;11;7.8;9.6;29;224
4284;2.5;X;5.6;6.2;5.9;48;137
4285;2.5;X;5.8;6.3;6;47;141
4286;1.8;X;8.3;6.5;7.5;38;174
4287;1.8;X;8.3;6.7;7.5;38;178
4288;1.8;X;8.4;6.5;7.5;38;176
4289;1.8;X;7.8;5.9;6.9;41;163
4290;1.8;X;8;6.3;7.2;39;168
4291;1.8;X;8.3;6.5;7.5;38;176
4292;1.8;X;8.8;6.8;7.9;36;185
4293;3.5;X;11.8;8.7;10.3;27;243
4294;3.5;X;12.1;9;10.6;27;251
4295;3.5;X;12;8.9;10.6;27;247
4296;3.5;X;11.7;8.8;10.4;27;242
4297;3.5;X;8.1;8.5;8.3;34;193
4298;1.8;X;4.4;4.6;4.5;63;105
4299;1.5;X;4.9;5.5;5.1;55;120
4300;1.8;X;5.5;6;5.8;49;135
4301;2.5;X;10.3;8;9.2;31;217
4302;2.5;X;10;7.8;9;31;210
4303;2.5;X;10.5;8.3;9.5;30;222
4304;2.5;X;10.7;8.4;9.7;29;226
4305;2.5;X;6.9;7.8;7.3;39;170
4306;5.7;X;18.7;13.8;16.5;17;380
4307;3.5;X;12.5;8.9;10.9;26;255
4308;3.5;X;13.4;9.6;11.7;24;274
4309;2.7;X;12.1;10.1;11.2;25;263
4310;3.5;X;12.6;10;11.4;25;268
4311;2.7;X;12.7;10.6;11.7;24;274
4312;2.7;X;12.4;11.4;11.9;24;279
4313;3.5;X;13.2;10.7;12;24;283
4314;3.5;X;13.8;11.6;12.8;22;301
4315;3.5;X;13.8;11.7;12.9;22;300
4316;4.6;X;15.8;12.3;14.2;20;334
4317;5.7;X;17.2;12.9;15.3;18;358
4318;4.6;X;16.8;12.6;14.9;19;349
4319;5.7;X;18.1;13.9;16.2;17;378
4320;1.5;X;7.3;5.8;6.6;43;155
4321;1.5;X;7.8;6;6.8;42;164
4322;1.5;X;7.9;6.8;7.4;38;173
4323;1.5;X;7.8;6.5;7.2;39;168
4324;1.8;X;9.7;7.2;8.5;33;199
4325;1.8;X;9.5;7.1;8.4;34;198
4326;1.8;X;9.6;7.5;8.6;33;201
4327;1.8;X;9.7;7.2;8.5;33;199
4328;3.6;X;13.9;9.3;11.8;24;277
4329;1.8;X;9.4;6.7;8.2;34;192
4330;1.8;X;9.3;6.6;8.1;35;190
4331;2;X;9.6;7.2;8.5;33;199
4332;2;X;9.7;7;8.5;33;198
4333;2;Z;10.4;7.9;9.3;30;216
4334;2;Z;10.9;7.7;9.4;30;220
4335;1.8;X;10.6;8;9.4;30;220
4336;1.8;X;9.3;6.9;8.2;34;192
4337;1.8;X;9.6;6.8;8.3;34;194
4338;1.8;X;10.6;8;9.4;30;220
4339;1.4;X;8.5;6.2;7.4;38;175
4340;1.4;X;8.3;5.9;7.2;39;168
4341;1.8;X;9.4;6.8;8.2;34;193
4342;2;X;9.8;7.4;8.7;32;205
4343;2;X;10.2;7.2;8.9;32;208
4344;1.8;X;10.1;7;8.7;32;204
4345;3.6;X;11.9;8.5;10.4;27;242
4346;2;Z;11.7;9.6;10.7;26;256
4347;2;Z;12;10;11.1;25;263
4348;3.6;X;13.8;10.4;12.2;23;287
4349;2;X;9.6;7;8.4;34;198
4350;2;X;10.7;7.8;9.4;30;219
4351;2;X;9.6;7;8.4;34;198
4352;2;X;10.7;7.8;9.4;30;219
4353;2;Z;10.9;7.7;9.5;30;221
4354;2;Z;11.8;8.5;10.3;27;241
4355;2;X;10.8;7.8;9.4;30;220
4356;2;Z;10.1;7;8.7;32;204
4357;2;Z;10.8;7.6;9.4;30;219
4358;2;X;9.6;7;8.4;34;198
4359;2;X;10.7;7.8;9.4;30;219
4360;2;Z;10.9;7.7;9.5;30;221
4361;2;Z;11.8;8.5;10.3;27;241
4362;2;X;10.8;7.8;9.4;30;220
4363;2;Z;10.1;7;8.7;32;204
4364;2;Z;10.8;7.6;9.4;30;219
4365;2;Z;10.7;7.9;9.4;30;221
4366;2;X;10.4;7.8;9.2;31;216
4367;2;X;11.3;8.4;10;28;233
4368;2;Z;11.7;8.7;10.4;27;244
4369;2;Z;10.6;9.1;10;28;232
4370;2;Z;10.8;9.5;10.2;28;239
